Token	Occurrences	Frequency	BaselineFrequency
datainees	1	1.15517967549155e-07	
unconnected	3	3.46553902647464e-07	7.94342961390466e-07
made-out-of-wood	1	1.15517967549155e-07	
sincgars	16	1.84828748078647e-06	9.76099401708623e-08
cjsotft	1	1.15517967549155e-07	
thurya	10	1.15517967549155e-06	
candidates'	1	1.15517967549155e-07	3.83708040671666e-07
unpaved	12	1.38621561058986e-06	1.32951470232726e-06
disagreement	18	2.07932341588478e-06	5.0521558688436e-06
household	149	1.7212177164824e-05	0.000142744439919868
technology	25	2.88794918872887e-06	0.000149518233181726
disaster	159	1.83673568403156e-05	2.4419314342745e-05
cornfields	23	2.65691325363056e-06	1.07707520188538e-07
regrouping	27	3.11898512382718e-06	2.82732240494911e-07
rtes	94	1.08586889496205e-05	9.92928701738082e-08
miata	59	6.81556008540012e-06	2.23829690391805e-07
impassable	108	1.24759404953087e-05	7.2702576127263e-07
axis	130	1.50173357813901e-05	2.28710187400348e-05
rebels	128	1.47862998462918e-05	1.21675839212989e-05
limiting	36	4.15864683176957e-06	6.48769516135645e-06
restricited	1	1.15517967549155e-07	
snow	349	4.0315770674655e-05	4.13243462223366e-05
melt	19	2.19484138343394e-06	3.29181108576218e-06
unresritcted	1	1.15517967549155e-07	
column	30	3.46553902647464e-06	3.45589676104941e-05
movment	26	3.00346715627802e-06	2.52439500441885e-08
smooth	67	7.73970382579336e-06	1.58161761676856e-05
becomes	78	9.01040146883406e-06	6.72330536176888e-05
gazelle	8	9.24143740393237e-07	1.30258782228013e-06
butcher	79	9.12591943638322e-06	4.20564207736181e-06
sot-a	27	3.11898512382718e-06	
margah	877	0.000101309257540609	
sheet	122	1.40931920409969e-05	2.20009439285118e-05
discussing	148	1.70966591972749e-05	8.88418748555141e-06
financial	85	9.81902724167814e-06	8.44056713677488e-05
records	56	6.46900618275266e-06	0.000242952824015279
counted	33	3.8120929291221e-06	9.56577413674451e-06
lob	258	2.98036356276819e-05	4.99830210874933e-07
volkswagen	95	1.09742069171697e-05	1.07253129087742e-05
mirum	1	1.15517967549155e-07	2.52439500441885e-08
contextual	2	2.31035935098309e-07	9.99660421749866e-07
mirim	3	3.46553902647464e-07	8.91952901561328e-08
uzbeks	26	3.00346715627802e-06	6.59708561154793e-07
inputed	5	5.77589837745773e-07	
baby	92	1.06276530145222e-05	4.04559543408165e-05
formula	23	2.65691325363056e-06	8.47338427183232e-05
pens	43	4.96727260461365e-06	2.55300481446893e-06
zawarkaril	3	3.46553902647464e-07	
receptive	206	2.37967013151259e-05	1.42039292248634e-06
accommodating	10	1.15517967549155e-06	1.10231915192957e-06
peopoli	4	4.62071870196618e-07	
isolation	47	5.42934447481027e-06	8.2312106444084e-06
listened	31	3.58105699402379e-06	2.3392727040948e-06
hh	40	4.62071870196619e-06	5.42071753948875e-06
cattle	15	1.73276951323732e-06	1.94681342740782e-05
easily	154	1.77897670025698e-05	4.35643260562576e-05
unwillingness	6	6.93107805294928e-07	1.26892922222121e-06
experience	142	1.640355139198e-05	6.96446923119102e-05
orient	13	1.50173357813901e-06	5.4594249295565e-06
infiltration	103	1.18983506575629e-05	1.91517434335244e-06
trafficability	34	3.92761089667126e-06	3.3658600058918e-09
tochi	9	1.03966170794239e-06	1.17805100206213e-07
towah	7	8.08625772844082e-07	
isolate	47	5.42934447481027e-06	2.59676099454553e-06
medcaps	57	6.58452415030181e-06	
madrassas	58	6.70004211785097e-06	6.56342701148902e-08
raids	24	2.77243122117971e-06	1.02726047379818e-05
standardization	5	5.77589837745773e-07	4.81149687842233e-06
diabetic	5	5.77589837745773e-07	1.76034478308141e-06
ketoacidosis	1	1.15517967549155e-07	2.67585870468398e-07
poorly	60	6.93107805294928e-06	1.11494112695166e-05
smashing	2	2.31035935098309e-07	3.58295797627182e-06
btr-	3	3.46553902647464e-07	1.56344197273674e-06
usability	3	3.46553902647464e-07	1.97575982345849e-06
unusable	32	3.69657496157295e-06	1.22517304214462e-06
actively	124	1.43242279760952e-05	1.27902680223889e-05
prints	40	4.62071870196619e-06	6.67786625168934e-06
distro	136	1.5710443586685e-05	1.63244210285752e-07
win	76	8.77936553373575e-06	0.00010630900535609
shade	16	1.84828748078647e-06	6.44730484128575e-06
pose	43	4.96727260461365e-06	5.4627907895624e-06
accomplished-	115	1.32845662681528e-05	
sundry	2	2.31035935098309e-07	4.89732630857257e-07
kalats	14	1.61725154568816e-06	
estimation	11	1.2706976430407e-06	3.53920179619523e-06
humvees	14	1.61725154568816e-06	6.05854801060525e-08
kalat	54	6.23797024765435e-06	2.87781030503749e-07
waddi	20	2.31035935098309e-06	2.52439500441885e-08
chinooks	5	5.77589837745773e-07	1.91854020335833e-07
wreckage	50	5.77589837745773e-06	2.20968709386797e-06
smashed	22	2.5413952860814e-06	2.0716868336264e-06
ricocheting	2	2.31035935098309e-07	6.9000130120782e-08
unfired	39	4.50520073441703e-06	1.09390450191484e-07
baram	2	2.31035935098309e-07	9.25611501620246e-08
chah	6	6.93107805294928e-07	1.9690281034467e-07
chase	64	7.3931499231459e-06	2.15044795776427e-05
kundai	1	1.15517967549155e-07	
swivel	1	1.15517967549155e-07	6.2436703109293e-07
mode	26	3.00346715627802e-06	4.79786514539847e-05
reminder	9	1.03966170794239e-06	2.25512620394751e-06
gum	6	6.93107805294928e-07	5.2541074691971e-06
root	24	2.77243122117971e-06	2.99679345624577e-05
interagency	11	1.2706976430407e-06	4.12317850721746e-07
mobilized	18	2.07932341588478e-06	1.45741738255115e-06
sea	25	2.88794918872887e-06	0.000171185956969654
harriers	38	4.38968276686788e-06	1.10905087194135e-06
heavily	198	2.28725575747326e-05	3.84027797372225e-05
canopy	10	1.15517967549155e-06	3.97339773695527e-06
ramp	92	1.06276530145222e-05	5.12283892896732e-06
arson	11	1.2706976430407e-06	2.56141946448366e-06
speculation	10	1.15517967549155e-06	1.13732409599084e-05
entryway	1	1.15517967549155e-07	1.88488160329941e-07
manifest	11	1.2706976430407e-06	4.65835024815426e-06
pik	3	3.46553902647464e-07	6.29415821101767e-07
dprt	1	1.15517967549155e-07	
polikhumri	1	1.15517967549155e-07	
ner	3	3.46553902647464e-07	2.25512620394751e-06
sayadah	1	1.15517967549155e-07	
roles	38	4.38968276686788e-06	4.03549785406398e-05
headache	49	5.66038040990858e-06	3.00066419525254e-06
malaise	1	1.15517967549155e-07	5.55366900972148e-07
hylux	11	1.2706976430407e-06	
methane	7	8.08625772844082e-07	3.27498178573272e-06
bandari	1	1.15517967549155e-07	3.70244600648098e-08
imaamshib	1	1.15517967549155e-07	
intermediate	5	5.77589837745773e-07	1.61258352882276e-05
earthquake	15	1.73276951323732e-06	1.93873536339368e-05
dewarzgay	1	1.15517967549155e-07	
r-heat	1	1.15517967549155e-07	
smalls	7	8.08625772844082e-07	3.01244470527316e-07
ssee	1	1.15517967549155e-07	5.0487900088377e-09
pil	3	3.46553902647464e-07	7.03464741231387e-07
wit	93	1.07431709820714e-05	4.98652159872871e-06
hakim	72	8.31729366353913e-06	1.4557344525482e-06
corruption	366	4.22795761229906e-05	1.72079592801218e-05
settled	43	4.96727260461365e-06	5.14303408900268e-05
apologized	22	2.5413952860814e-06	2.17939435381494e-06
misunderstanding	13	1.50173357813901e-06	2.51093156439529e-06
nadia	1	1.15517967549155e-07	2.35105321411542e-06
coerce	4	4.62071870196618e-07	4.54391100795393e-07
surrender	24	2.77243122117971e-06	1.71978617001042e-05
brazenly	1	1.15517967549155e-07	8.41465001472951e-08
karshi-khanabad	1	1.15517967549155e-07	2.35610200412426e-08
uzbekistan	34	3.92761089667126e-06	6.46413414131521e-06
expertise	34	3.92761089667126e-06	6.28742649100589e-06
eastbound	12	1.38621561058986e-06	5.32310759931789e-06
pashad	25	2.88794918872887e-06	
sirkanay	15	1.73276951323732e-06	
cycling	2	2.31035935098309e-07	1.4776125425865e-05
rom	24	2.77243122117971e-06	1.44917102553672e-05
thrasher	3	3.46553902647464e-07	1.0450995318294e-06
lumber	61	7.04659602049843e-06	6.33118267108248e-06
directing	54	6.23797024765435e-06	8.47355256483261e-06
nafas	2	2.31035935098309e-07	8.41465001472951e-09
sheramat	1	1.15517967549155e-07	
physician	56	6.46900618275266e-06	1.88286208729587e-05
quake	6	6.93107805294928e-07	4.00537340701125e-06
detaine	5	5.77589837745773e-07	6.73172001178361e-09
inflammatory	6	6.93107805294928e-07	3.29517694576808e-06
kawar	2	2.31035935098309e-07	3.70244600648098e-08
matin	247	2.85329379846412e-05	4.96464350869041e-07
stethoscope	2	2.31035935098309e-07	3.48366510609802e-07
tylenols	1	1.15517967549155e-07	
syringes	9	1.03966170794239e-06	3.4500065060391e-07
needles	17	1.96380544833563e-06	3.16559133554124e-06
maleriz	1	1.15517967549155e-07	
ampicillin	2	2.31035935098309e-07	1.59878350279861e-07
tablets	4	4.62071870196618e-07	4.69200884821317e-06
vitamin	4	4.62071870196618e-07	1.01547996377756e-05
injectable	2	2.31035935098309e-07	2.72634660477236e-07
solutions	67	7.73970382579336e-06	2.09120882166058e-05
steroid	1	1.15517967549155e-07	2.68427335469871e-06
vitamins	14	1.61725154568816e-06	1.80914975316684e-06
testicle	14	1.61725154568816e-06	6.21001171087038e-07
dirty	20	2.31035935098309e-06	1.27431459823064e-05
vacant	22	2.5413952860814e-06	8.72935792528039e-06
engines	15	1.73276951323732e-06	5.07403395888189e-05
surveys	59	6.81556008540012e-06	7.25679417270273e-06
csc	109	1.25914584628579e-05	1.65432019289582e-06
centcom	54	6.23797024765435e-06	2.92829820512587e-07
mentors	110	1.2706976430407e-05	9.86196981726298e-07
beam	15	1.73276951323732e-06	2.45472170229689e-05
falkel	1	1.15517967549155e-07	
corn	148	1.70966591972749e-05	1.26354384621178e-05
preplanned	24	2.77243122117971e-06	5.55366900972148e-08
pulsating	1	1.15517967549155e-07	4.66171610816015e-07
stay-behind	1	1.15517967549155e-07	2.20463830385913e-07
mirrors	18	2.07932341588478e-06	7.81552693368077e-06
somewhere	94	1.08586889496205e-05	1.19353395808923e-05
epicenter	2	2.31035935098309e-07	7.42172131299143e-07
seismological	1	1.15517967549155e-07	2.01951600353508e-07
earthquakes	4	4.62071870196618e-07	5.58059588976861e-06
magnitude	10	1.15517967549155e-06	7.24097463067504e-05
dawn	19	2.19484138343394e-06	2.13496500173717e-05
theatre	16	1.84828748078647e-06	0.000116046438353135
day-kundi	1	1.15517967549155e-07	
hadri	1	1.15517967549155e-07	3.3658600058918e-08
kammaz	1	1.15517967549155e-07	
solan	1	1.15517967549155e-07	1.80073510315211e-07
mixture	59	6.81556008540012e-06	1.71456908700128e-05
headhunter	102	1.17828326900138e-05	3.65195810639261e-07
kharkolay	13	1.50173357813901e-06	
arif	44	5.0827905721628e-06	8.93635831564274e-07
consolidate	49	5.66038040990858e-06	2.55637067447482e-06
governace	1	1.15517967549155e-07	
excel	55	6.3534882152035e-06	4.19386156734119e-06
seifeli	1	1.15517967549155e-07	
komkumkhel	1	1.15517967549155e-07	
interact	58	6.70004211785097e-06	6.49274395136529e-06
bazaars	21	2.42587731853225e-06	2.84415170497857e-07
comfortable	41	4.73623666951534e-06	6.7535981018219e-06
supportive	171	1.97535724509054e-05	3.73273874653401e-06
sits	17	1.96380544833563e-06	1.07842154588773e-05
converge	4	4.62071870196618e-07	2.77010278484895e-06
easy	263	3.03812254654277e-05	3.58632383627772e-05
mason	9	1.03966170794239e-06	2.14539916775544e-05
helpful	76	8.77936553373575e-06	6.08884075065827e-06
elaborate	8	9.24143740393237e-07	1.12167284696344e-05
refering	2	2.31035935098309e-07	2.47390710433048e-07
dangers	26	3.00346715627802e-06	4.5977647680482e-06
adamant	38	4.38968276686788e-06	1.33288056233315e-06
george	36	4.15864683176957e-06	0.000319808871389813
proud	41	4.73623666951534e-06	9.20394418611114e-06
wishes	33	3.8120929291221e-06	1.10602159793605e-05
sense	52	6.00693431255604e-06	6.34801197111194e-05
regrets	3	3.46553902647464e-07	1.55502732272201e-06
residential	31	3.58105699402379e-06	2.5913756185361e-05
manner	157	1.81363209052173e-05	3.19234992258808e-05
explaining	73	8.43281163108829e-06	9.34026151634975e-06
smoother	5	5.77589837745773e-07	1.37158795240091e-06
tea	285	3.29226207515091e-05	2.37831668016315e-05
hygeine	23	2.65691325363056e-06	
towels	8	9.24143740393237e-07	6.86635441201928e-07
stoves	76	8.77936553373575e-06	8.1285519142287e-07
tarps	220	2.5413952860814e-05	1.59878350279861e-07
t-shirts	10	1.15517967549155e-06	1.79568631314328e-06
conservative	5	5.77589837745773e-07	0.000113552336088769
practicing	7	8.08625772844082e-07	5.67315703993063e-06
popoli	1	1.15517967549155e-07	9.59270101679164e-08
draws	22	2.5413952860814e-06	1.14523386700469e-05
benefit	267	3.08432973356243e-05	2.69016360970902e-05
credit	26	3.00346715627802e-06	4.49712555387204e-05
confluance	2	2.31035935098309e-07	
valey	2	2.31035935098309e-07	1.85122300324049e-08
kabul-khandhar	1	1.15517967549155e-07	
dori	1	1.15517967549155e-07	2.87781030503749e-06
kowtey	1	1.15517967549155e-07	
jungle	27	3.11898512382718e-06	1.29989513427541e-05
assaulting	16	1.84828748078647e-06	1.10231915192957e-06
reddish	4	4.62071870196618e-07	2.86098100500803e-06
possessing	16	1.84828748078647e-06	3.87073900677557e-06
remotes	4	4.62071870196618e-07	1.12756310197375e-07
epuc	1	1.15517967549155e-07	
knuckles	15	1.73276951323732e-06	1.84954007323755e-06
aksi	1	1.15517967549155e-07	4.71220400824852e-08
cities	16	1.84828748078647e-06	0.000186658815416739
campaigns	7	8.08625772844082e-07	2.02591113754628e-05
lcd	6	6.93107805294928e-07	4.02893442705249e-06
khushamad	1	1.15517967549155e-07	
khushamand	7	8.08625772844082e-07	
fashion	29	3.35002105892548e-06	3.58514578527565e-05
excess	33	3.8120929291221e-06	1.31100247229486e-05
rsoi	5	5.77589837745773e-07	5.0487900088377e-09
salber	1	1.15517967549155e-07	8.41465001472951e-09
wings-up	1	1.15517967549155e-07	
wheels-up	15	1.73276951323732e-06	3.70244600648098e-08
wheels-down	12	1.38621561058986e-06	
pertains	4	4.62071870196618e-07	7.87611241378682e-07
renaming	1	1.15517967549155e-07	3.67888498643974e-06
non-cjsotf	1	1.15517967549155e-07	
restored	25	2.88794918872887e-06	2.81167115592172e-05
medevac-	3	3.46553902647464e-07	
wazi-khwa	7	8.08625772844082e-07	
wheel-down	1	1.15517967549155e-07	
brandishing	2	2.31035935098309e-07	3.41634790598018e-07
x-raying	1	1.15517967549155e-07	1.51463700265131e-08
insignificant	5	5.77589837745773e-07	2.16761384379432e-06
assumption	9	1.03966170794239e-06	1.15533144702236e-05
polikalak	1	1.15517967549155e-07	
zao	1	1.15517967549155e-07	4.79635050839582e-07
locat	2	2.31035935098309e-07	1.34634400235672e-08
khaniti	1	1.15517967549155e-07	
ltvs	20	2.31035935098309e-06	
undertaking	10	1.15517967549155e-06	3.31200624579753e-06
rerported	5	5.77589837745773e-07	
sewage	17	1.96380544833563e-06	3.7579826965782e-06
ptab	7	8.08625772844082e-07	1.34634400235672e-08
submunition	61	7.04659602049843e-06	5.38537600942689e-08
apfsds-t	1	1.15517967549155e-07	8.41465001472951e-09
um	222	2.56449887959123e-05	8.10835675419335e-06
sbf	91	1.05121350469731e-05	2.053174603594e-07
repeat	150	1.73276951323732e-05	1.04106049982233e-05
danger	142	1.640355139198e-05	1.90558164233564e-05
athgar	2	2.31035935098309e-07	
zz	33	3.8120929291221e-06	2.64388303462801e-06
pre-mission	14	1.61725154568816e-06	2.35610200412426e-08
rehearsals	63	7.27763195559674e-06	1.97071103344965e-06
eof	408	4.71313307600551e-05	6.09220661066416e-07
drills	116	1.34000842357019e-05	1.63244210285752e-06
idf	10640	0.00122911117472301	3.266567135718e-06
kala	328	3.78898933561227e-05	1.31773419230664e-06
gush	153	1.76742490350207e-05	8.61660161508302e-07
gondolabuk	1	1.15517967549155e-07	
knight	46	5.31382650726111e-06	3.93654156989076e-05
punctured	28	3.23450309137633e-06	6.58025631151847e-07
sidewalls	1	1.15517967549155e-07	8.75123601531869e-08
overall	482	5.56796603586925e-05	5.84077686822405e-05
negatively	19	2.19484138343394e-06	2.81049310491966e-06
affected	165	1.90604646456105e-05	2.77902231386457e-05
sprayed	6	6.93107805294928e-07	1.05856297185297e-06
suppressive	68	7.85522179334252e-06	2.65902940465452e-07
fernandez	22	2.5413952860814e-06	3.09490827541751e-06
bitner	1	1.15517967549155e-07	3.70244600648098e-08
malone	5	5.77589837745773e-07	5.01344847877584e-06
tang	7	8.08625772844082e-07	1.30679514728749e-05
rohan	2	2.31035935098309e-07	2.45707780430102e-06
baughman	1	1.15517967549155e-07	1.75024720306374e-07
webb	8	9.24143740393237e-07	1.21911449413401e-05
palmersheim	1	1.15517967549155e-07	
wrench	16	1.84828748078647e-06	1.26724629221826e-06
tangled	4	4.62071870196618e-07	1.34129521234788e-06
flames	34	3.92761089667126e-06	8.99189500573995e-06
cook	94	1.08586889496205e-05	3.55384328722086e-05
engulfed	11	1.2706976430407e-06	1.01648972177932e-06
cooked	10	1.15517967549155e-06	5.70513270998661e-06
bayer	1	1.15517967549155e-07	3.73273874653401e-06
boone	2	2.31035935098309e-07	7.83740502371906e-06
stabilizing	19	2.19484138343394e-06	1.19992909210043e-06
reorganize	14	1.61725154568816e-06	8.53245511493572e-07
redistributing	1	1.15517967549155e-07	1.54829560271023e-07
lull	70	8.08625772844082e-06	8.8690411155249e-07
norris	2	2.31035935098309e-07	8.05618592410203e-06
scarf	31	3.58105699402379e-06	2.18107728381789e-06
hydra	30	3.46553902647464e-06	3.10500585543519e-06
lee	64	7.3931499231459e-06	0.000100947190366704
graded	12	1.38621561058986e-06	2.36788251414488e-06
reattach	2	2.31035935098309e-07	8.75123601531869e-08
transition	62	7.16211398804759e-06	2.33859953209362e-05
batterys	2	2.31035935098309e-07	
prime	67	7.73970382579336e-06	0.000173363668393466
cecx	12	1.38621561058986e-06	
linguists	5	5.77589837745773e-07	3.91281225684922e-06
driveshaft	3	3.46553902647464e-07	3.68561670645152e-07
armour	22	2.5413952860814e-06	1.47306863157855e-05
signifigant	7	8.08625772844082e-07	2.01951600353508e-08
ntfr	15	1.73276951323732e-06	
non-functional	7	8.08625772844082e-07	4.86366770851366e-07
brightly	2	2.31035935098309e-07	1.7451984130549e-06
colored	163	1.88294287105122e-05	1.15482656802148e-05
appers	6	6.93107805294928e-07	1.00975800176754e-08
grishk	7	8.08625772844082e-07	
neadby	2	2.31035935098309e-07	
afghanistan's	5	5.77589837745773e-07	5.94074291039903e-07
chawk	3	3.46553902647464e-07	1.00975800176754e-08
talashi	2	2.31035935098309e-07	
keeper	32	3.69657496157295e-06	6.27396305098232e-06
spokesperson	20	2.31035935098309e-06	4.11981264721157e-06
xinhua	3	3.46553902647464e-07	1.73510083303722e-06
militants	84	9.70350927412899e-06	2.94681043515827e-06
didn't	146	1.68656232621766e-05	3.6272190353493e-05
forbid	4	4.62071870196618e-07	1.54997853271318e-06
riff	1	1.15517967549155e-07	2.64388303462801e-06
passport	28	3.23450309137633e-06	5.75898647008088e-06
rocker	19	2.19484138343394e-06	2.55300481446893e-06
angor	19	2.19484138343394e-06	4.37561800765934e-08
flatbed	43	4.96727260461365e-06	4.08951990715854e-07
armoring	1	1.15517967549155e-07	5.04879000883771e-08
cabin	30	3.46553902647464e-06	1.10871428594076e-05
hump	1	1.15517967549155e-07	1.21844132213283e-06
dilapidated	9	1.03966170794239e-06	1.03668488181468e-06
revealing	35	4.04312886422041e-06	6.64925644163926e-06
enhanced	13	1.50173357813901e-06	1.42375878249223e-05
firer	15	1.73276951323732e-06	4.37561800765934e-08
gunmetal	33	3.8120929291221e-06	6.73172001178361e-08
sought	45	5.19830853971196e-06	3.22382071364317e-05
lashkergah	1	1.15517967549155e-07	
hilmand	4	4.62071870196618e-07	5.0487900088377e-09
deploying	157	1.81363209052173e-05	1.55334439271907e-06
sessions	24	2.77243122117971e-06	2.05048191558929e-05
compliant	146	1.68656232621766e-05	2.12722352372362e-06
tombstone	29	3.35002105892548e-06	2.86266393501098e-06
unloading	30	3.46553902647464e-06	1.17973393206508e-06
unpackaged	1	1.15517967549155e-07	1.6829300029459e-08
reiterated	99	1.14362787873663e-05	1.28744145225361e-06
